character,radical,decomposition,pinyin,definition,etymology,stroke_count,radical_code,frequency_rank,hsk_levl
镲,金,⿰钅察,chǎ,cymbals,"{'type': 'pictophonetic', 'phonetic': '察', 'semantic': '钅', 'hint': 'bell'}",19,167.13,7557,
麃,鹿,⿱鹿灬,páo,"till, plow","{'type': 'ideographic', 'hint': 'Tracks\xa0灬 left by a deer\xa0鹿'}",15,198.4,7558,
禑,示,,wú,happy; used in historical names,,13,113.9,7559,
筰,竹,,zuó,cable,,13,118.7,7560,
聠,耳,,pīng,,,12,128.6,7561,
茷,艸,,fá,flutter; flower,,9,140.6,7562,
螀,虫,,jiāng,kind of cicada,,15,142.9,7563,
袞,衣,⿻衣⿱八口,gǔn,ceremonial dress worn by the emperor,"{'type': 'ideographic', 'hint': 'The emperor\xa0口\xa0in\xa0八\xa0his robes\xa0衣'}",11,145.5,7564,
褧,衣,,jiǒng,unlined clothes; light overcoat,,16,145.1,7565,
賮,貝,,jìn,farewell gift,,16,154.9,7566,
赗,貝,,fèng,gift,,13,154.9,7567,
踡,足,,quán,"curled, coiled",,15,157.8,7568,
揞,手,⿰扌音,ǎn,to cover (with the hand),"{'type': 'pictophonetic', 'phonetic': '音', 'semantic': '扌', 'hint': 'hand'}",12,64.9,7569,
遝,辵,,tà,"mixed, abundant, assorted",,13,162.1,7570,
酂,邑,,cuó,collect; small administration,,18,163.16,7571,
酇,邑,,zàn,collect; small administration,,21,163.19,7572,
醜,酉,⿰酉鬼,chǒu,"ugly looking, homely; disgraceful","{'type': 'pictophonetic', 'phonetic': '酉', 'semantic': '鬼', 'hint': 'demon'}",16,164.1,7573,
檑,木,⿰木雷,léi,,"{'type': 'ideographic', 'hint': 'A thundering 雷 log\xa0木\xa0trap ;\xa0雷 also provides the pronunciation'}",17,75.13,7574,
雮,雨,,mù,,,12,173.4,7575,
氍,毛,⿰瞿毛,qú,fine woollen cloth; a mat used by the emperor in worshipping god,"{'type': 'pictophonetic', 'phonetic': '瞿', 'semantic': '毛', 'hint': 'fur'}",22,82.18,7576,
腙,肉,⿰⺼宗,zōng,an organic compound,"{'type': 'pictophonetic', 'phonetic': '宗', 'semantic': '⺼', 'hint': 'organic compound'}",12,130.8,7577,
飩,食,⿰飠屯,tún,stuffed dumplings,"{'type': 'pictophonetic', 'phonetic': '屯', 'semantic': '飠', 'hint': 'food'}",12,184.4,7578,
痖,疒,⿸疒亚,yǎ,dumb,"{'type': 'pictophonetic', 'phonetic': '亚', 'semantic': '疒', 'hint': 'sickness'}",11,104.6,7579,
髣,髟,,fǎng,"similar to, like",,14,190.4,7580,
髳,髟,,máo,state,,15,190.5,7581,
酎,酉,⿰酉寸,zhòu,"double-fermented wine, vintage wine","{'type': 'pictophonetic', 'phonetic': '寸', 'semantic': '酉', 'hint': 'wine'}",10,164.3,7582,
鲒,魚,⿰鱼吉,jié,clam; oyster,"{'type': 'pictophonetic', 'phonetic': '吉', 'semantic': '鱼', 'hint': 'fish'}",14,195.6,7583,
鲪,魚,,jūn,,,15,195.7,7584,
鹯,鳥,,zhān,hawk; Butastur indicus,,18,196.13,7585,
麜,鹿,,lì,,,21,198.1,7586,
齸,齒,,yì,,,25,211.1,7587,
齻,齒,,diān,,,25,211.1,7588,
粩,米,,lao,,,12,119.6,7589,
詣,言,⿰言旨,yì,"reach; achievement, accomplishment","{'type': 'ideographic', 'hint': 'To meet\xa0言 a goal\xa0旨;\xa0旨 also provides the pronunciation'}",13,149.6,7590,
隄,阜,⿰阝是,dī,"dike, embankment","{'type': 'pictophonetic', 'phonetic': '是', 'semantic': '阝', 'hint': 'hill'}",11,170.9,7591,
簰,竹,,pái,bamboo raft,,18,118.12,7592,
蒾,艸,,mí,,,12,140.1,7593,
蓏,艸,,luǒ,fruit of plant; melon,,13,140.1,7594,
薳,艸,⿱艹遠,wěi,name of a herb; surname; (Cant.) a plant stem,"{'type': 'pictophonetic', 'phonetic': '遠', 'semantic': '艹', 'hint': 'herb'}",16,140.14,7595,
藛,艸,,xiě,,,18,140.15,7596,
蚢,虫,,háng,,,10,142.4,7597,
蓠,艸,⿱艹离,lí,gracilaria verrucosa,"{'type': 'pictophonetic', 'phonetic': '离', 'semantic': '艹', 'hint': 'plant'}",13,140.1,7598,
蓰,艸,⿱艹徙,xǐ,to increase five-fold,"{'type': 'pictophonetic', 'phonetic': '徙', 'semantic': '艹', 'hint': 'grass'}",14,140.11,7599,
遡,辵,,sù,go upstream; trace source; formerly,,13,162.1,7600,
郋,邑,,xí,,,8,163.6,7601,
鄜,邑,,fū,county in Shanxi province,,13,163.11,7602,
錞,金,,chún,instrument,,16,167.8,7603,
靣,面,,miàn,,,8,176.0,7604,
鸂,鳥,⿰氵鷄,xī,"Mandarin duck, Aix galericulata","{'type': 'ideographic', 'hint': 'Water\xa0氵 fowl\xa0鷄;\xa0鷄 also provides the pronunciation'}",24,196.13,7605,
麐,鹿,,lín,female of Chinese unicorn,,18,198.7,7606,
麚,鹿,,jiā,,,20,198.9,7607,
齧,齒,⿱㓞齒,niè,"bite, gnaw; wear down, erode","{'type': 'pictophonetic', 'phonetic': '㓞', 'semantic': '齒', 'hint': 'teeth'}",21,211.6,7608,
睊,目,,juàn,"see, look, gaze at; askance",,12,109.7,7610,
砢,石,,kē,pile of stones,,10,112.5,7611,
碻,石,,què,solid,,15,112.1,7612,
絃,糸,,xián,string on musical instrument,,11,120.5,7613,
茝,艸,,chǎi,,,10,140.7,7614,
菴,艸,,ān,small Buddhist monastery,,11,140.8,7615,
袥,衣,,tuō,,,10,145.5,7616,
襍,衣,,zá,"mixed, blended; mix, mingle",,17,145.12,7617,
覗,見,,sì,peek,,12,147.5,7618,
詩,言,⿰言寺,shī,"poetry; poem, verse, ode","{'type': 'pictophonetic', 'phonetic': '寺', 'semantic': '言', 'hint': 'speech'}",13,149.6,7619,
諥,言,,zhòng,,,16,149.9,7620,
跂,足,⿰足支,qí,"creeping, crawling","{'type': 'pictophonetic', 'phonetic': '支', 'semantic': '足', 'hint': 'foot'}",11,157.4,7621,
辵,辵,⿱彡止,chuò,walk; walking; KangXi radical 162,"{'type': 'pictophonetic', 'semantic': '止', 'hint': 'foot'}",7,162.0,7622,
邅,辵,,zhān,"hesitant, faltering",,16,162.13,7623,
醨,酉,,lí,dregs of wine,,17,164.11,7624,
頍,頁,,kuǐ,,,13,181.4,7625,
疰,疒,⿸疒主,zhù,,"{'type': 'pictophonetic', 'phonetic': '主', 'semantic': '疒', 'hint': 'sickness'}",10,104.5,7626,
觜,角,⿱此角,zī,beak,"{'type': 'pictophonetic', 'phonetic': '此', 'semantic': '角', 'hint': 'horn'}",13,148.6,7627,
鴿,鳥,⿰合鳥,gē,"pigeon, dove; Columba species (various)","{'type': 'pictophonetic', 'phonetic': '合', 'semantic': '鳥', 'hint': 'bird'}",17,196.6,7628,
笭,竹,,líng,bamboo screen,,11,118.5,7629,
糷,米,,làn,,,26,119.21,7630,
纘,糸,,zuǎn,"continue, carry on, succeed",,25,120.19,7631,
翉,羽,,běn,,,11,124.5,7632,
胵,肉,,chī,(Cant.) ,,10,130.6,7633,
芖,艸,,zhì,,,6,140.3,7634,
蔣,艸,⿱艹將,jiǎng,surname; Hydropyrum latifalium,"{'type': 'pictophonetic', 'phonetic': '將', 'semantic': '艹', 'hint': 'grass'}",14,140.11,7635,
蔦,艸,,niǎo,the convovulvus; parasitic plants such as mistletoe; Ribes ambiguum,,14,140.11,7636,
蛚,虫,,liè,,,12,142.6,7637,
蛯,虫,,lao,shrimp,,12,142.6,7638,
蜏,虫,,yǒu,,,13,142.7,7639,
讞,言,⿰言獻,yàn,"to decide, judge; a verdict, decision","{'type': 'pictophonetic', 'phonetic': '獻', 'semantic': '言', 'hint': 'speech'}",27,149.2,7640,
賲,貝,,bǎo,,,16,154.9,7641,
钃,金,,shǔ,,,29,167.21,7642,
餈,食,,cí,rice cake,,15,184.6,7643,
馧,香,,yūn,,,18,186.1,7644,
麤,鹿,,cū,"rough, coarse, big, rough",,33,198.22,7645,
鼶,鼠,,sī,,,23,208.1,7646,
禱,示,⿰礻壽,dǎo,"pray; entreat, beg, plead; prayer","{'type': 'pictophonetic', 'phonetic': '壽', 'semantic': '礻', 'hint': 'spirit'}",18,113.14,7647,
臓,肉,,zàng,"internal organs, viscera",,18,130.14,7648,
鈍,金,⿰釒屯,dùn,"blunt, obtuse; dull; flat; dull-witted","{'type': 'pictophonetic', 'phonetic': '屯', 'semantic': '釒', 'hint': 'metal'}",12,167.4,7649,
錫,金,⿰釒易,xī,"tin, stannum; bestow, confer","{'type': 'pictophonetic', 'phonetic': '易', 'semantic': '釒', 'hint': 'metal'}",16,167.8,7650,
紛,糸,⿰糹分,fēn,"in disorder, scattered, tangled","{'type': 'pictophonetic', 'phonetic': '分', 'semantic': '糹', 'hint': 'thread'}",10,120.4,7651,
遙,辵,⿺辶䍃,yáo,"far away, distant, remote","{'type': 'pictophonetic', 'phonetic': '䍃', 'semantic': '辶', 'hint': 'walk'}",13,162.1,7652,
螣,虫,,tè,mythological wingless dragon of,,16,142.1,7653,
铽,金,⿰钅忒,tè,terbium,"{'type': 'pictophonetic', 'phonetic': '忒', 'semantic': '钅', 'hint': 'metal'}",12,167.7,7654,
竝,立,,bìng,,,10,117.5,7655,
粊,米,,bì,,,10,119.4,7656,
紗,糸,⿰糹少,shā,"gauze, thin silk; yarn, thread","{'type': 'pictophonetic', 'phonetic': '少', 'semantic': '糹', 'hint': 'thread'}",10,120.4,7657,
紮,糸,⿱札糸,zā,"tie, fasten, bind","{'type': 'pictophonetic', 'phonetic': '札', 'semantic': '糸', 'hint': 'thread'}",11,120.5,7658,
絺,糸,,chī,fine linen; fine hemp fiber,,13,120.7,7659,
絿,糸,,qiú,urgent,,13,120.7,7660,
緯,糸,⿰糹韋,wěi,woof; parallels of latitude,"{'type': 'pictophonetic', 'phonetic': '韋', 'semantic': '糹', 'hint': 'thread'}",15,120.9,7661,
脦,肉,,de,,,11,130.7,7662,
臇,肉,,juǎn,"fat, rich; a stew of fish",,16,130.13,7663,
臋,肉,,tún,,,19,130.13,7664,
葍,艸,,fú,plant,,12,140.9,7665,
葞,艸,,mǐ,,,12,140.9,7666,
葯,艸,,yào,orris root; leaf of the iris; medicine,,12,140.9,7667,
葻,艸,,lán,,,12,140.9,7668,
藙,艸,,yì,dogwood,,18,140.15,7669,
蜔,虫,,diàn,inlaid shell-work,,13,142.7,7670,
螕,虫,,bī,"a tick, mite",,16,142.1,7671,
蟻,虫,⿰虫義,yǐ,ants,"{'type': 'pictophonetic', 'phonetic': '義', 'semantic': '虫', 'hint': 'insect'}",19,142.13,7672,
襲,衣,⿱龍衣,xí,"raid, attack; inherit","{'type': 'pictophonetic', 'phonetic': '衣', 'semantic': '龍', 'hint': 'dragon'}",22,145.16,7673,
觼,角,,jué,buckle,,21,148.15,7674,
觿,角,,xī,"a bodkin made of ivory, horn",,25,148.18,7675,
詼,言,⿰言灰,huī,"tease, joke with; ridicule, mock","{'type': 'pictophonetic', 'phonetic': '灰', 'semantic': '言', 'hint': 'speech'}",13,149.6,7676,
諝,言,,xū,knowledge; discrimination; treachery,,16,149.9,7677,
貨,貝,⿱化貝,huò,"goods, commodities, products","{'type': 'pictophonetic', 'phonetic': '化', 'semantic': '貝', 'hint': 'money'}",11,154.4,7678,
賀,貝,⿱加貝,hè,congratulate; send present,"{'type': 'ideographic', 'hint': ""To add\xa0加 to someone else's fortune 貝""}",12,154.5,7679,
趧,走,,tí,,,16,156.9,7680,
跉,足,,líng,,,12,157.5,7681,
躍,足,⿰足翟,yuè,"skip, jump, frolic","{'type': 'pictophonetic', 'phonetic': '翟', 'semantic': '足', 'hint': 'foot'}",21,157.14,7682,
軒,車,⿰車干,xuān,carriage; high; wide; balcony; surname of the Yellow Emperor,"{'type': 'pictophonetic', 'phonetic': '干', 'semantic': '車', 'hint': 'cart'}",10,159.3,7683,
輪,車,⿰車侖,lún,"wheel; revolve, turn; recur","{'type': 'pictophonetic', 'phonetic': '侖', 'semantic': '車', 'hint': 'wheel'}",15,159.8,7684,
邉,辵,,biān,"edge, margin, side, border",,17,162.13,7685,
鄶,邑,,kuài,,,15,163.13,7686,
酁,邑,,chán,,,19,163.17,7687,
釀,酉,⿰酉襄,niàng,"brew, ferment","{'type': 'pictophonetic', 'phonetic': '襄', 'semantic': '酉', 'hint': 'wine'}",24,164.17,7688,
鈾,金,⿰釒由,yóu,uranium,"{'type': 'pictophonetic', 'phonetic': '由', 'semantic': '釒', 'hint': 'metal'}",13,167.5,7689,
鈿,金,⿰釒田,tián,"hairpin; gold inlaid work, filigree","{'type': 'pictophonetic', 'phonetic': '田', 'semantic': '釒', 'hint': 'gold'}",13,167.5,7690,
鍊,金,⿰釒柬,liàn,"smelt metals, forge; refine","{'type': 'pictophonetic', 'phonetic': '柬', 'semantic': '釒', 'hint': 'metal'}",17,167.9,7691,
闀,門,,xiàng,,,17,169.8,7692,
闄,門,,yǎo,,,17,169.9,7693,
腽,肉,⿰⺼昷,wà,fat,"{'type': 'pictophonetic', 'phonetic': '昷', 'semantic': '⺼', 'hint': 'flesh'}",13,130.9,7694,
霧,雨,⿱雨務,wù,"fog, mist, vapor, fine spray","{'type': 'pictophonetic', 'phonetic': '務', 'semantic': '雨', 'hint': 'rain'}",18,173.11,7695,
韌,韋,⿰韋刃,rèn,"strong and pliable, resilient; (Cant.) tough, elastic","{'type': 'pictophonetic', 'phonetic': '刃', 'semantic': '韋', 'hint': 'leather'}",12,178.3,7696,
頎,頁,,qí,tall and slim,,13,181.4,7697,
額,頁,⿰客頁,é,"forehead; tablet, plaque; fixed","{'type': 'pictophonetic', 'phonetic': '客', 'semantic': '頁', 'hint': 'head'}",18,181.9,7698,
顫,頁,⿰亶頁,chàn,"shiver, tremble; trembling","{'type': 'pictophonetic', 'phonetic': '亶', 'semantic': '頁', 'hint': 'leaf'}",22,181.13,7699,
顬,頁,⿰需頁,rú,the temporal bone,"{'type': 'pictophonetic', 'phonetic': '需', 'semantic': '頁', 'hint': 'head'}",23,181.14,7700,
髿,髟,,suō,,,17,190.7,7701,
鴣,鳥,⿰古鳥,gū,species of Taiwan pigeon,"{'type': 'pictophonetic', 'phonetic': '古', 'semantic': '鳥', 'hint': 'bird'}",16,196.5,7702,
鶝,鳥,,fú,,,20,196.9,7703,
鷣,鳥,,yín,,,23,196.12,7704,
齋,齊,⿵齊小,zhāi,"vegetarian diet; study; to fast, abstain","{'type': 'pictophonetic', 'semantic': '齊', 'hint': 'even', 'phonetic': '小'}",17,210.3,7705,
鋊,金,,yù,a poker; brass filings; to file,,15,167.7,7706,
隤,阜,,tuí,to fall in ruins; to collapse,,14,170.12,7707,
艦,舟,⿰舟監,jiàn,warship,"{'type': 'pictophonetic', 'phonetic': '監', 'semantic': '舟', 'hint': 'ship'}",20,137.14,7708,
譟,言,,zào,"clamor, noise, din; slander",,20,149.13,7709,
蒉,艸,⿱艹贵,kuì,edible amaranth; straw basket,"{'type': 'pictophonetic', 'phonetic': '贵', 'semantic': '艹', 'hint': 'plant'}",12,140.9,7710,
磜,石,,qì,,,16,112.1,7711,
綼,糸,,bì,,,14,120.8,7712,
輋,車,,shē,沙,,13,159.6,7713,
頨,頁,,yǔ,,,15,181.6,7714,
閗,門,,dòu,,,12,169.4,7715,
鮍,魚,,pī,,,16,195.5,7716,
鯡,魚,⿰魚非,fèi,herring,"{'type': 'pictophonetic', 'phonetic': '非', 'semantic': '魚', 'hint': 'fish'}",19,195.8,7717,
鲹,魚,,shēn,a horse mackerel,,16,195.8,7718,
禣,示,,fu,,,14,113.1,7719,
粏,米,,tai,,,10,119.4,7720,
綿,糸,⿰糹帛,mián,"cotton wad; wool; soft, downy","{'type': 'ideographic', 'hint': 'A continuous thread\xa0糹 of silk\xa0帛'}",14,120.8,7721,
臐,肉,,xūn,broth,,18,130.14,7722,
迏,辵,,tì,,,7,162.4,7723,
鋾,金,,táo,,,16,167.8,7724,
鐇,金,,fán,vanadium,,20,167.12,7725,
铻,金,,wú,misfit; disordant; music instrument; hoe,,12,167.7,7726,
鮼,魚,,qīn,,,18,195.7,7727,
鼈,黽,,biē,"a fresh-water turtle, Trionyx sinensis",,24,205.12,7728,
込,辵,,ru,"crowd into, go into",,5,162.2,7729,
篰,竹,,bù,a bamboo basket,,16,118.11,7730,
痄,疒,⿸疒乍,zhà,"scrofulous swellings and sores, mumps","{'type': 'pictophonetic', 'phonetic': '乍', 'semantic': '疒', 'hint': 'sickness'}",10,104.5,7731,
睄,目,,shào,(Cant.) to glance,,12,109.7,7732,
磡,石,,kàn,"cliff, ledge, bank; step",,16,112.11,7733,
窔,穴,,yào,corner,,11,116.6,7734,
筊,竹,⿱⺮交,xiáo,bamboo rope; bamboo object used,"{'type': 'ideographic', 'hint': 'Bamboo\xa0⺮\xa0used to tie\xa0交\xa0things;\xa0交 also provides the pronunciation'}",12,118.6,7735,
羺,羊,,nóu,,,20,123.14,7736,
腪,肉,,yùn,,,13,130.9,7737,
臢,肉,⿰⺼贊,zā,dirty; filthy,"{'type': 'pictophonetic', 'phonetic': '贊', 'semantic': '⺼', 'hint': 'meat'}",23,130.19,7738,
荄,艸,,gāi,roots,,9,140.6,7739,
蓡,艸,,shēn,,,13,140.1,7740,
蝀,虫,,dōng,rainbow,,14,142.8,7741,
詥,言,,hé,,,13,149.6,7742,
豀,谷,,xī,to quarrel; mean and petty,,17,150.1,7743,
苠,艸,⿱艹民,mín,,"{'type': 'pictophonetic', 'phonetic': '民', 'semantic': '艹', 'hint': 'plant'}",8,140.5,7744,
郞,邑,,láng,gentleman,,9,163.7,7745,
骒,馬,⿰马果,kè,mother horse,"{'type': 'pictophonetic', 'phonetic': '果', 'semantic': '马', 'hint': 'horse'}",11,187.8,7746,
戤,戈,⿰盈戈,gài,to infringe a trade-mark to pledge an article,"{'type': 'pictophonetic', 'phonetic': '戈', 'semantic': '盈', 'hint': 'overflow'}",13,62.9,7747,
铞,金,⿰钅吊,diào,,"{'type': 'pictophonetic', 'phonetic': '吊', 'semantic': '钅', 'hint': 'metal'}",11,167.6,7748,
耢,耒,⿰耒劳,lào,a kind of farm tool,"{'type': 'pictophonetic', 'phonetic': '劳', 'semantic': '耒', 'hint': 'plow'}",13,127.7,7749,
麯,麥,⿰麥曲,qū,"yeast, leaven","{'type': 'pictophonetic', 'phonetic': '曲', 'semantic': '麥', 'hint': 'wheat'}",17,199.6,7750,
秱,禾,,tóng,,,11,115.6,7751,
筼,竹,⿱⺮员,yún,tall bamboo,"{'type': 'pictophonetic', 'phonetic': '员', 'semantic': '⺮', 'hint': 'bamboo'}",13,118.7,7752,
綈,糸,,tí,"coarse pongee, kind of heavy silk",,13,120.7,7753,
翬,羽,,huī,pheasant; variegated; to fly,,15,124.9,7754,
脧,肉,,juān,"reduce, contract; exploit; reproductive organ of infant",,11,130.7,7755,
茣,艸,,wú,"mat, matting",,10,140.7,7756,
菒,艸,,gǎo,,,11,140.8,7757,
蓯,艸,,cōng,medicinal herb,,14,140.11,7758,
蕝,艸,,jué,handful,,15,140.12,7759,
詝,言,,zhǔ,,,12,149.5,7760,
謱,言,,lóu,,,18,149.11,7761,
冁,八,⿰单展,chǎn,smile,"{'type': 'ideographic', 'hint': 'When an individual\xa0单\xa0opens up\xa0展;\xa0展 also provides the pronunciation'}",18,12.16,7762,
踧,足,,cù,"uneasiness, nervousness; level",,15,157.8,7763,
茚,艸,⿱艹印,yìn,an organic compound,"{'type': 'pictophonetic', 'phonetic': '印', 'semantic': '艹'}",8,140.6,7764,
辌,車,⿰车京,liáng,a hearse; a carriage,"{'type': 'pictophonetic', 'phonetic': '京', 'semantic': '车', 'hint': 'cart'}",12,159.8,7765,
辒,車,⿰车昷,wēn,hearse,"{'type': 'pictophonetic', 'phonetic': '昷', 'semantic': '车', 'hint': 'cart'}",13,159.9,7766,
郪,邑,,qī,name of a stream in Sichuan province,,10,163.8,7767,
鄘,邑,,yōng,state in Henan province,,13,163.11,7768,
鄠,邑,,hù,county in Shanxi province,,13,163.11,7769,
帱,巾,⿰巾寿,chóu,cover up; curtain,"{'type': 'pictophonetic', 'phonetic': '寿', 'semantic': '巾', 'hint': 'cloth'}",10,50.7,7770,
鈇,金,,fū,an ax; a hatchet,,12,167.4,7771,
缲,糸,⿰纟喿,qiāo,to reel,"{'type': 'pictophonetic', 'phonetic': '喿', 'semantic': '纟', 'hint': 'thread'}",16,120.13,7772,
雚,隹,⿳艹？隹,guàn,a heron; small cup,"{'type': 'pictophonetic', 'semantic': '隹', 'hint': 'bird'}",17,172.1,7773,
雟,隹,,xī,sparrow; revolve; place name,,18,172.1,7774,
韺,音,,yīng,music,,17,180.9,7775,
頵,頁,,yūn,(Cant.) ,,16,181.7,7776,
顝,頁,,kuī,,,18,181.1,7777,
镘,金,⿰钅曼,màn,trowel,"{'type': 'pictophonetic', 'phonetic': '曼', 'semantic': '钅', 'hint': 'metal'}",16,167.11,7778,
鬋,髟,,jiǎn,"forelock, bangs",,19,190.9,7779,
酾,酉,⿰酉丽,shāi,strain,"{'type': 'pictophonetic', 'phonetic': '丽', 'semantic': '酉', 'hint': 'wine'}",14,164.7,7780,
鳣,魚,⿰鱼亶,zhān,sturgeon,"{'type': 'pictophonetic', 'phonetic': '亶', 'semantic': '鱼', 'hint': 'fish'}",21,195.13,7781,
鴦,鳥,⿱央鳥,yāng,female mandarin duck (Aix galericulata),"{'type': 'pictophonetic', 'phonetic': '央', 'semantic': '鳥', 'hint': 'bird'}",16,196.5,7782,
麀,鹿,,yōu,"female deer; roe, doe",,13,198.2,7783,
麉,鹿,,jiān,,,17,198.6,7784,
麊,鹿,,mí,,,17,198.6,7785,
麣,鹿,,yán,,,30,198.2,7786,
藬,艸,,tuī,,,17,140.15,7787,
鏘,金,,qiāng,"tinkle, clang, jingle",,19,167.11,7788,
鞚,革,,kòng,bridle,,17,177.8,7789,
飔,風,,sī,cool breeze of autumn,,13,182.9,7790,
鴃,鳥,,jué,shrike; butcherbird,,15,196.4,7791,
齏,齊,,jī,"break or smash into pieces, pulverize; hash",,23,210.9,7792,
礄,石,,qiáo,place in Sichuan province,,17,112.12,7793,
誥,言,,gào,"inform, notify, admonish, order",,14,149.7,7794,
醲,酉,,nóng,"strong wine; dense, thick",,20,164.13,7795,
毳,毛,⿱毛⿰毛毛,cuì,fine hair or fur on animals,"{'type': 'ideographic', 'hint': 'Many fine hairs\xa0毛 forming a pelt'}",12,82.8,7796,
築,竹,⿱⺮⿱巩木,zhú,"build, erect; building","{'type': 'ideographic', 'hint': 'A building 巩 of bamboo\xa0⺮ and wood\xa0木;\xa0⺮also provides the pronunciation'}",16,118.1,7797,
絫,糸,,lěi,,,12,120.6,7798,
脺,肉,,cuì,,,12,130.8,7799,
苧,艸,⿱艹宁,níng,"China grass, ramie (Boehmeria nivea)","{'type': 'pictophonetic', 'phonetic': '宁', 'semantic': '艹', 'hint': 'grass'}",8,140.5,7800,
蚘,虫,,huí,tapeworm,,10,142.4,7801,
蝺,虫,,qǔ,,,15,142.9,7802,
蠶,虫,⿱兓⿱日⿰虫虫,cán,silkworms,"{'type': 'pictophonetic', 'phonetic': '兓', 'semantic': '虫', 'hint': 'insect'}",24,142.18,7803,
裀,衣,,yīn,"mat, coverlet; underwear",,11,145.6,7804,
詧,言,,chá,to examine into judicially to find out,,13,149.6,7805,
貍,豸,⿰豸里,lí,a fox-like animal,"{'type': 'pictophonetic', 'phonetic': '里', 'semantic': '豸', 'hint': 'animal'}",14,153.7,7806,
踘,足,⿰足匊,jū,ball,"{'type': 'pictophonetic', 'phonetic': '匊', 'semantic': '足', 'hint': 'foot'}",15,157.8,7807,
蹷,足,,jué,"to kick back; to stumble, slip, fall",,19,157.12,7808,
蟓,虫,⿰虫象,xiàng,,"{'type': 'pictophonetic', 'phonetic': '象', 'semantic': '虫', 'hint': 'insect'}",17,142.12,7809,
盦,皿,,ān,lid of a caldron; Buddhist cloister,,16,108.11,7810,
瞆,目,,kuì,dim,,14,109.12,7811,
矰,矢,,zēng,arrow with attached silk cord,,17,111.12,7812,
磥,石,,lěi,a heap of stones; boulders,,16,112.11,7813,
祮,示,,gào,,,10,113.6,7814,
稛,禾,,kǔn,bind,,13,115.8,7815,
箾,竹,,shuò,"musical instrument like pan-pipes, bamboo flute",,15,118.9,7816,
翂,羽,,fēn,,,10,124.4,7817,
胊,肉,,qú,yoke,,9,130.5,7818,
蓺,艸,,yì,"art; talent, ability; craft",,14,140.11,7819,
薾,艸,,ěr,luxuriant growth of flower,,17,140.14,7820,
襱,衣,,lóng,legs of trousers; overalls worn by workmen,,21,145.16,7821,
覅,襾,,fiào,,,13,146.7,7822,
讏,言,,wèi,,,23,149.16,7823,
跅,足,,tuò,"careless, lax; dissolute",,12,157.5,7824,
踆,足,,cūn,squat,,14,157.7,7825,
蹔,足,,zàn,temporary; fleeting; ephemeral,,18,157.11,7826,
軐,車,,xìn,,,10,159.3,7827,
轪,車,,dài,,,7,159.3,7828,
鄤,邑,,màn,place in Henan province,,13,163.11,7829,
醰,酉,,tán,bitter taste in wine; rich; full flavoured,,19,164.12,7830,
鑟,金,,dú,,,23,167.15,7831,
铔,金,,yà,soft steel; ammonium,,11,167.8,7832,
閛,門,,pēng,,,13,169.5,7833,
陙,阜,,chún,,,9,170.7,7834,
霳,雨,,lóng,,,19,173.12,7835,
顑,頁,,kǎn,yellow,,18,181.9,7836,
镤,金,⿰钅菐,pú,protactinium (Pa),"{'type': 'pictophonetic', 'phonetic': '菐', 'semantic': '钅', 'hint': 'metal'}",17,167.12,7837,
